i,object_id,sdss_name,z,log_lbol,log_lbol_err,log_tau_rest,log_tau_rest_err,log_sigma,log_sigma_err,log_jitter,magerrs_mean
98,1439231,001829.20-004749.9,1.790341872870875,45.75041152743904,0.0121729995692909,1.9727314711313844,0.4579555381660533,[-0.75831358 -0.60458037 -0.8115875 ],[0.24790145 0.32711994 0.32827611],[-12.33257819  -9.8622087  -12.87596296],[0.18954067 0.17435252 0.11803929]
99,1439234,001829.01+003515.7,1.1589141183686396,45.39841840213115,0.0178828908320127,1.6912212216657254,0.8161473918300386,[-0.89670366 -0.70843928 -0.47527145],[0.23152916 0.32457729 0.35404359],[-16.19198961  -9.94911184 -17.18440336],[0.20813973 0.18054982 0.12460046]
0,1439238,001828.11+010318.4,1.7468039921757008,45.4036054290163,0.0321488077937139,3.080731552768248,0.7044498773348613,[-0.61730429 -0.592456   -0.17610929],[0.28759042 0.33560517 0.33270713],[-15.42018941  -2.27447608  -9.46511167],[0.24969104 0.22481699 0.15699561]
1,1439243,001826.87+005904.6,2.0978639097216334,46.041847882506914,0.0096289022761162,1.3403001648856223,0.3959026649945267,[-0.78404248 -1.10025664 -0.62043859],[0.12153355 0.44432744 0.22190825],[-11.28418043  -1.50368879  -7.48074738],[0.22182348 0.21970646 0.15183399]
2,1439249,001825.32-011441.8,1.3637323326396753,45.07284591582329,0.0275834836384589,2.808573314693289,0.9071722901596284,[-0.29696013 -0.19936808 -1.31105794],[0.87672351 1.17379074 1.17924265],[ -5.62828478 -11.02689397 -10.02931414],[0.20549271 0.18822496]
3,1439252,001824.95+001525.8,2.434402106535946,46.29917740003032,0.0040460746894837,1.807410717630108,0.3518602027051128,[-0.88811586 -0.82526607 -1.03140123],[0.11648909 0.1362849  0.20740552],[-13.24245564  -2.89644726  -6.60808395],[0.15246369 0.11524606 0.10836361]
4,1439256,001824.43-010112.9,2.482819212582572,45.60983598938992,0.0376945283373011,-2.8167903382623933,2.347804853690743,[-47.40116418 -54.88436714 -49.28670874],[2.19660692 2.34704089 2.33932002],[-14.98954431 -10.80887564  -6.43000634],[0.22425381 0.21409554 0.22668285]
5,1439258,001824.12-010007.9,1.8687914107861523,46.11922471999279,0.0315650203243222,1.6261655835066589,0.2439212907378761,[-1.02236028 -1.1226588  -1.92697736],[0.09676357 0.11567344 0.55633448],[ -3.13874288 -14.7631825   -2.42286491],[0.11759308 0.10540244 0.10248655]
6,1439259,001824.07-003623.6,2.578281791864946,46.3655324783798,0.0058273335951426,1.3604955531616616,0.2929159155046525,[-0.83422851 -0.75651994 -0.97490533],[0.13018557 0.17368342 0.22188569],[ -9.20070483  -9.35934304 -16.54365298],[0.17252987 0.14655246 0.12913109]
7,1439261,001823.52+003000.2,1.370825695569065,45.60335796350777,0.0085103058712299,3.015056535688696,0.7350998121709611,[-0.57012805 -1.0487744  -0.79579916],[0.27544791 0.33494657 0.37943533],[-11.03365901 -15.96192228  -7.98058798],[0.21680035 0.19535461 0.14144908]
8,1439262,001823.15+004008.6,1.4254433278207832,45.33698237180868,0.0203330920509117,2.8639356531557967,0.5600067620239388,[-0.1955548  -0.45219313 -1.73904661],[0.23926835 0.25490234 0.74694472],[-10.54329005  -9.62659417 -15.67631045],[0.21457941 0.20304682 0.16874639]
9,1439263,001823.07+005819.5,0.8295455299009986,45.23133956702625,0.0052190536321106,2.180305574342529,0.2798016988905947,[-0.63407849 -0.71071008 -0.56089776],[0.10811027 0.11530556 0.15940378],[-14.73325347 -13.51074066  -1.66467712],[0.16067826 0.14535074 0.14487584]
10,1439265,001822.86-011310.7,1.8707184608845555,45.51482336160249,0.0261794894371938,3.2502323624952365,0.7270674876647574,[ 0.08338263 -0.20058057 -0.06596332],[0.66797867 0.9175743  0.92188323],[ -9.38710493 -11.28210138  -8.94998277],[0.22439018 0.1938156 ]
11,1439267,001822.42+005341.2,1.3090083672234514,45.19387888008362,0.0144596040978157,2.8509436126850964,0.6086695103340207,[-0.49993824 -0.71504719 -0.53505621],[0.2232649  0.27757536 0.27460209],[-11.30151455  -1.51405558  -7.55125301],[0.24775595 0.21653454 0.17390437]
12,1439275,001821.06+011007.5,1.4643727960349853,45.82554802898836,0.007952702530936,0.1372330901244318,0.4817328979726372,[-0.73005122 -0.85486947 -0.62264047],[0.10426869 0.16233093 0.20698771],[-15.8886754   -5.11461191  -7.2587455 ],[0.21309697 0.17945566 0.15171728]
13,1439278,001820.69+000748.3,1.760414833595465,45.6968804975998,0.0127791216355745,0.9405809845752666,0.6962488288150457,[-0.24850938 -0.6133905  -0.42762388],[0.09987522 0.17924697 0.19945878],[-8.26366051 -7.18828898 -9.78762372],[0.2376127  0.21875246 0.17497779]
14,1439286,001818.70+002709.1,3.3413201527136955,46.96806479700793,0.0029760894881931,2.3881642444084603,0.5140169203357305,[-0.57772186 -0.47334885 -0.66501651],[0.24116832 0.24946113 0.25471022],[ -2.56720437  -8.53798578 -10.64198259],[0.18545601 0.12691016 0.10570418]
15,1439290,001817.73-002659.0,3.13790325688192,46.355537107501405,0.0081215481616929,1.2060889337584402,0.2851057757121257,[-0.53627256 -0.6924354  -0.71205053],[0.11587459 0.15415442 0.19378983],[-11.27379976  -5.32088129  -7.47852268],[0.20682873 0.16977746 0.14236151]
16,1439291,001817.62-003919.6,1.7214339552750646,45.67056477536964,0.0128445891970123,2.25484769956621,1.9738145141112715,[-2.45210858 -2.85412353 -2.65818116],[1.29632211 1.56396944 1.57054366],[ -9.99273352  -7.56402312 -16.65739749],[0.18784052 0.19496022 0.13539842]
17,1439297,001816.53+004907.4,1.2028182373809817,45.70804677870391,0.0121824990467267,1.8698928656285985,0.2273133684888088,[-0.7991758  -0.96270192 -1.08631123],[0.08463197 0.09604559 0.17687701],[-9.22057222 -5.52240269 -9.3451001 ],[0.15575976 0.11922401 0.13221768]
18,1439298,001816.41-002154.9,0.8129153343415696,45.37755649544569,0.0044087784784352,1.4942133657484589,0.2518715518610522,[-1.06840763 -0.94074935 -0.89821895],[0.10199963 0.14732788 0.18495797],[ -8.19895777  -2.7440631  -14.36601603],[0.15238414 0.14193541 0.13945229]
19,1439301,001815.77+001632.3,0.5763314362357953,45.20220021495206,0.0129621049079169,2.8578567538048207,0.4200839439216419,[-0.4170056  -0.46799951 -0.69994087],[0.18063087 0.18413704 0.19666142],[ -7.98491288 -14.34260834  -9.69075242],[0.14273694 0.15566843 0.12432651]
20,1439302,001815.75+003635.1,3.0474909345685965,46.381030561238695,0.0061934751635561,1.6000187335860874,0.3026028677160668,[-0.81129477 -0.73860103 -0.70587721],[0.1141749 0.1586394 0.1871865],[ -4.99627512 -17.30027901  -8.18839413],[0.21109038 0.18939378 0.13866807]
21,1439304,001815.61+011428.6,1.205733421091249,45.74965353521496,0.0038033603931175,2.013950160716953,0.2561150955266745,[-0.72135339 -0.76964222 -0.85312359],[0.09211118 0.10442489 0.13035561],[ -9.97813684 -15.46848883 -10.11569435],[0.1780786  0.12472456 0.1266858 ]
22,1439305,001815.58-000313.1,1.6544824551482191,45.44637532084672,0.0133228361165933,2.3756701800807205,0.3882035193528483,[-0.46365913 -0.49125775 -0.70682978],[0.1547813  0.17134719 0.24502576],[-11.30691645 -11.11725208  -7.38598656],[0.21857971 0.22401859 0.15677503]
23,1439310,001814.96+001340.3,1.904599466580208,46.355933052568105,0.0,1.4448410286596656,0.2286883341113748,[-0.54858128 -0.72168824 -1.035155  ],[0.08448885 0.10078769 0.2398633 ],[ -6.91156257 -11.84460909 -12.52658355],[0.16909079 0.16155722 0.13047139]
24,1439311,001814.95-001628.7,1.921616410935601,46.05712852799737,0.0,1.8717014341282328,0.2740609300241208,[-0.81868111 -0.85702421 -1.58423981],[0.12240269 0.13957182 0.4430098 ],[-11.67148131 -11.28290931 -13.80321895],[0.15190665 0.14134117 0.11526492]
25,1439312,001814.87+004601.3,1.0388377939524855,45.33018855391552,0.0065665661259401,1.3257950927835918,0.3677025704130146,[-1.67818661 -0.81870156 -1.82198997],[0.56290899 0.79107974 0.88298106],[-14.99224848 -10.66128286  -3.08667018],[0.21668497 0.1807966  0.13618765]
26,1439315,001814.25+011130.0,1.137947597337342,44.94728546272532,0.045056194897743,3.302223842295768,0.6636235887915762,[-0.20508729 -0.58315596 -0.22264044],[0.30003738 0.35705699 0.34250934],[ -6.31133568  -1.8778805  -10.50770036],[0.2874119  0.23667469 0.17016174]
27,1439319,001813.61-001427.2,1.983276288834296,45.51017357257879,0.0221878241857602,0.852634309402441,0.7643938326369609,[-0.4076972  -0.45719157 -1.5079982 ],[0.13014334 0.20646146 0.61364316],[-14.48010002 -12.47410678 -13.50128874],[0.24693832 0.23424073 0.16557702]
28,1439320,001813.35-010321.3,2.9863749334828174,46.28894349604279,0.0074542118086675,1.6616955554803896,0.339571092114845,[-0.64931263 -0.83741345 -0.64265588],[0.1438494  0.21240001 0.22417538],[-13.65976302  -2.66910116 -11.13452611],[0.22187402 0.17549588 0.15604531]
29,1439325,001812.14-001922.4,1.7459041934512671,46.0506545669848,0.0048573917843128,-2.762425877100453,0.2211241253203475,[-0.53099465 -0.8481318  -1.03028807],[0.02703284 0.0661589  0.12214926],[-14.37862278 -11.17260837  -7.89475365],[0.17316989 0.15369608 0.12235688]
30,1439326,001811.90-004126.2,1.615742054281997,46.28692541866253,0.0065743876668413,1.850903467827124,0.2665436578647345,[-0.55463147 -0.56664189 -0.35256406],[0.11452936 0.12666525 0.16258313],[-13.6481725   -6.82586413  -2.62844211],[0.12193382 0.09241976 0.05704123]
31,1439335,001810.71+010346.8,1.4814295025740245,45.47819298672398,0.0149489160502653,3.1765649828904534,0.6715882179871457,[-0.3524818  -0.52089424 -0.21629071],[0.24765096 0.26255775 0.26377129],[-11.27309286  -1.89243688  -7.48294328],[0.25415105 0.20872942 0.18029613]
32,1439337,001810.00+000747.5,1.0549309571078884,44.96180853693202,0.0108835634367387,1.6016059664687097,0.253155746670036,[-0.45288339 -0.50803636 -0.40673944],[0.110107   0.15419776 0.21207309],[-12.83689867 -12.60176876  -9.896122  ],[0.22692557 0.19765329 0.17177718]
33,1439338,001809.47+010734.7,1.75658027237202,46.00954942364308,0.0075068640403834,2.11995356488636,0.3031400953572793,[-0.58674499 -0.71814824 -0.90952564],[0.1329434  0.14326991 0.16644796],[-15.02959604 -13.74319068  -2.59266604],[0.15570796 0.15830391 0.13248663]
34,1439344,001808.89+010155.4,1.4269497079025757,45.986753751985205,0.0082968315818661,0.8172041960095876,0.3091133173444891,[-0.97165401 -1.01582415 -1.15013453],[0.13027869 0.19034348 0.3800763 ],[-7.39115841 -7.39047955 -2.42389567],[0.19928945 0.14441852 0.14114415]
35,1439346,001808.70-005710.2,1.3358415138166553,45.88663220564887,0.0108185497469932,3.023111532276729,0.6041208707742061,[-0.50641474 -0.52044284 -0.38870428],[0.26440854 0.29147794 0.29173679],[-15.12831305  -3.30052184 -16.15526825],[0.107441   0.11016301 0.117465  ]
36,1439347,001808.28+004443.9,1.7035723810519603,45.43576477047433,0.0263051366139031,3.2268012085788045,0.6072087661825172,[-0.16744434 -0.31672067 -0.18497701],[0.28094758 0.30884415 0.30483317],[-10.83195731  -1.62378895 -10.59266992],[0.25389915 0.23556841 0.19199347]
37,1439348,001808.20+010048.8,2.160620138320274,45.872171705962025,0.0139130833262512,-0.4101438053099485,0.6321628528866307,[-0.55599093 -0.64726249 -0.35525699],[0.09240692 0.16658438 0.20302841],[-11.73677255 -14.61278796 -17.24816832],[0.24368249 0.21934096 0.16372342]
38,1439351,001807.02+002244.6,1.2036100152294236,46.02922270617656,0.0038224518752052,2.348401405778839,0.3291303174164288,[-0.61240121 -0.73679053 -0.83397445],[0.14116852 0.14351507 0.15280472],[-14.03008941  -3.12426849 -14.33419324],[0.10494331 0.08212099 0.08601926]
39,1439352,001807.00-000705.1,1.5450020625806902,45.00688785178727,0.0461234091554665,2.5195349948558903,0.5357667219788254,[ -0.06128608  -0.41818933 -49.91349225],[0.20542819 0.22772554 0.83363767],[ -1.48067428  -7.49595669 -15.18213525],[0.25635912 0.21788255 0.16913972]
40,1439353,001806.88-004535.1,1.0482139448085668,45.55535583866285,0.0056271792525812,2.3109102196009768,0.535813962580191,[-1.20797018 -0.50069569 -0.45139913],[0.42017211 0.58459188 0.60442825],[-11.46982402  -6.97820328 -17.28740067],[0.18360091 0.08637438 0.1198685 ]
41,1439356,001806.27-004157.1,0.6259326952149963,45.19247607930963,0.0140314931218306,1.8585930760744385,0.6496805109666012,[-0.88415516 -0.77551974 -1.6066712 ],[0.19305688 0.27039025 0.63513232],[-7.40387836 -7.37970182 -5.86210469],[0.16312668 0.14149042 0.08823542]
42,1439358,001805.91-011143.1,2.0423226452919687,46.40860166801311,0.012900403399179,1.8376495234986083,0.3814177001217904,[-0.98096179 -0.89711161 -1.04164331],[0.11038243 0.13324573 0.13993869],[ -2.84290208  -8.56131371 -10.57023118],[0.11324358 0.10565046 0.08967787]
43,1439360,001805.85+005630.2,1.0417461305062374,45.24669205418292,0.0088208743447282,3.311493524729164,0.687406946572342,[-0.70566773 -0.82805042 -0.9843575 ],[0.33128412 0.40696354 0.42043376],[ -1.74349941  -9.57135409 -10.54381345],[0.225254   0.1952385  0.16280077]
44,1439362,001805.51-002647.3,1.488998369236321,45.99528243638187,0.0060173890568293,2.0947310446895626,0.3355295435885935,[-0.67876212 -0.92269714 -1.03544053],[0.14063064 0.18557745 0.18402552],[-13.64816551  -2.13907718 -11.08818632],[0.17616549 0.14419554 0.1246396 ]
45,1439367,001804.33+010031.3,1.3508818004106276,46.02380395192898,0.005525241581477,1.6780466400104743,0.1804049078321395,[-0.85221435 -1.00473913 -0.98234257],[0.07721088 0.08746278 0.10968662],[-12.47841969  -8.50969702 -16.32251662],[0.12117897 0.10844305 0.11883609]
46,1439373,001802.89+004320.0,2.1046307807195275,46.3407244794986,0.0060236995675282,-2.2721482972948284,1.1551047850810148,[-0.77617164 -0.95218799 -1.65164441],[0.03372054 0.0721709  0.62655142],[-15.09802104 -27.98853916 -11.30462843],[0.15442321 0.13952199 0.08444957]
47,1439374,001802.56-002013.9,3.307728148798323,46.43157609158777,0.0142887412509367,1.7416215902329657,0.3298346225511913,[-0.57055431 -0.60899347 -0.82161166],[0.17117471 0.24014121 0.25596123],[ -13.53285182   -9.71446459 -279.00056264],[0.21238791 0.1855051  0.13012227]
48,1439376,001802.46+000312.9,1.6030135398664636,45.59670513267999,0.0098613618630096,0.158996765628462,0.5785167438232719,[-0.6530205  -0.7293194  -0.87155865],[0.05803821 0.10445828 0.20262271],[-15.10543013  -6.06855887  -4.76883931],[0.19108372 0.18536492 0.18571264]
49,1439378,001801.53-010151.9,1.3543754324677668,45.410545865108254,0.006307531830771,2.23773185934666,0.3345623907866599,[-0.38356428 -0.47193715 -0.60651501],[0.14374476 0.18185381 0.22460298],[-13.55908737  -7.36545904 -10.97447195],[0.25078036 0.18761232 0.15593951]
50,1439380,001800.98+004319.4,1.5728444984287753,45.64305916005408,0.0112830641010361,1.3737723578033254,0.4191270560574888,[-0.86390707 -0.87723199 -1.29120172],[0.15193309 0.22515986 0.5133459 ],[-15.88951962  -2.22329374  -7.26053327],[0.20217127 0.18269063 0.13352174]
51,1439382,001800.33+005326.9,2.616215748995477,45.91241105506684,0.0131832370696081,2.0611724556369264,0.6138869221035963,[-0.59671705 -0.9809918  -0.20170669],[0.15597621 0.27262765 0.22286156],[-13.02502497  -1.91189593 -12.16887671],[0.25444528 0.207442   0.17885391]
52,1439385,001800.20+004602.8,1.9157881017701648,46.79788924426285,0.001525260685792,2.3254497536952163,0.3411014600456679,[-0.82191289 -0.94021499 -1.05321887],[0.15044227 0.15234624 0.15934357],[ -3.84480385  -3.40922559 -15.53325276],[0.05182112 0.04645982 0.04864556]
53,1439387,001759.83-000548.2,1.8171484706677337,46.185075165191854,0.013680534403111,1.755166407612875,0.2414491692660989,[-0.79228769 -0.91518338 -1.11603808],[0.09587224 0.10691641 0.14038429],[ -2.64500665 -17.30494376  -8.18072735],[0.11158216 0.10998134 0.10539609]
54,1439391,001759.16-010543.5,1.5713294670380555,46.23984519444803,0.0094102977169576,2.182422636577483,0.2745879530939547,[-0.81936461 -0.92837052 -0.96402371],[0.12400657 0.1259904  0.1346567 ],[-67.44491489 -17.30259326  -2.71467245],[0.073657   0.06188005 0.05825679]
55,1439393,001758.83-000738.8,1.9447271498765584,45.16671946855459,0.058267098478872,3.147498379159156,0.9772315577362468,[-0.43672459 -0.40041186 -0.82839432],[0.30162961 0.39346623 0.60151293],[ -9.99860619 -15.47544131 -10.28092885],[0.24129422 0.21800459 0.19079911]
56,1439394,001758.65-011414.3,1.557252634376209,45.3059490919191,0.0233944569298252,2.3181836341166404,1.975256008806173,[-0.8795581  -0.61906156 -0.45155456],[0.46391071 0.7294243  0.70887038],[ -9.91836195 -16.9968421   -6.54033705],[0.24131959 0.2299458  0.18903411]
57,1439399,001757.19+005635.4,1.912254331313622,45.86395164335987,0.0134861865531661,0.9580505136674756,0.5573853352827338,[-0.89736109 -0.7748579  -0.53943842],[0.13005753 0.18841775 0.20577176],[ -9.10805538 -14.07963617 -12.2346067 ],[0.20427282 0.20778962 0.16997378]
58,1439400,001757.08+004625.3,1.3569306736788445,45.81552699382432,0.0048973153918261,1.5382314863023403,0.2358029177450646,[-0.97319034 -0.85477845 -0.47915865],[0.13264894 0.17964288 0.21571562],[-12.56133907  -8.49619394 -16.32807262],[0.179964   0.15303805 0.12208223]
59,1439401,001756.90-004723.1,1.8123779968903748,46.164972212964194,0.0145390916928356,0.7158258668711046,0.2722876673278573,[-0.57081497 -0.860994   -1.23597328],[0.11145678 0.17143476 0.19676233],[-11.62899211 -11.14013595 -13.80436861],[0.17399796 0.10974433 0.06061094]
60,1439402,001756.80-004745.0,1.8049318509781984,44.50678569034989,0.1731722128886446,1.0250643648384123,2.372471600582549,[-3.0390471  -3.86234817 -3.90246775],[1.74095434 1.95770323 1.93388131],[-13.29987166 -12.95408965  -8.69954507],[0.20677577 0.2061372 ]
61,1439403,001755.66+003527.6,0.7906314101657039,44.94909582756329,0.0091036334026313,1.092653913697614,0.3689840918540691,[-0.66219305 -0.76872245 -0.58344674],[0.09521767 0.15620407 0.15179958],[-13.53107017 -11.24894793 -11.50192899],[0.18783566 0.19351911 0.14844756]
62,1439404,001755.53+000610.3,1.3297490449966716,45.60302904309229,0.0071605669626393,2.127623883968333,0.3004612912508297,[-0.5469861  -0.63355593 -0.48440972],[0.1208354  0.13355219 0.14593071],[-14.72985404 -13.50600499  -2.7719248 ],[0.1713143  0.14998434 0.14453969]
63,1439409,001755.00+002918.5,3.32102464935764,46.02174666694247,0.0408980637840521,0.2729694544326466,1.9342243399753123,[ -0.99380759  -0.55029339 -23.1419168 ],[0.54869052 0.77672202 1.00655765],[-16.83341042 -14.35307704  -1.27404751],[0.22982379 0.19386173 0.16119445]
64,1439410,001754.82+004243.6,2.40708188800182,45.98891181869013,0.0073063595607365,2.843864148379345,0.6497147904792511,[-0.45348055 -1.0118793  -0.67153783],[0.22981279 0.31951281 0.35442201],[-11.25302656  -1.66182482  -7.49703835],[0.22107771 0.19621915 0.15608829]
65,1439415,001754.16+011123.4,1.4626814926725145,46.33720205096479,0.0034987847169247,2.332846268073107,0.3473606389782075,[-0.90803423 -0.98508145 -0.92868382],[0.1546719  0.17007058 0.22190724],[ -7.27784735 -11.93245188  -1.84485945],[0.1002144  0.07892267 0.07418448]
66,1439416,001753.82+005057.6,1.357757668746916,45.54767844767024,0.0085587950568317,2.1399915478858755,0.2415304311129593,[-0.56880101 -0.73250045 -0.6791263 ],[0.10230749 0.1081966  0.13255477],[-13.53797762 -13.36391346 -11.27012981],[0.18061391 0.14936389 0.15486167]
